owner,name,language,stargazers_count,commit_count,branch_count,release_count,open_issues_count,contributor_count,forks_count,license,created_at,pushed_at,updated_at
FreeCodeCamp,FreeCodeCamp,JavaScript,190672,9,20,505,220,0,7344,Other,2014-12-24T17:49:19Z,2016-11-03T17:42:35Z,2016-11-03T20:02:55Z
twbs,bootstrap,JavaScript,103092,15,20,795,376,40,46522,MIT License,2011-07-29T21:19:00Z,2016-11-03T04:01:51Z,2016-11-03T19:48:01Z
vhf,free-programming-books,,69251,4,3,790,55,0,16839,Other,2013-10-11T06:50:37Z,2016-11-02T11:40:56Z,2016-11-03T18:54:01Z
d3,d3,JavaScript,56461,4,34,116,86,206,15144,"BSD 3-clause ""New"" or ""Revised"" License",2010-09-27T17:22:42Z,2016-11-02T22:32:08Z,2016-11-03T18:35:41Z
facebook,react,JavaScript,53155,7,32,844,593,52,9378,"BSD 3-clause ""New"" or ""Revised"" License",2013-05-24T16:15:54Z,2016-11-03T18:42:09Z,2016-11-03T20:03:30Z
angular,angular.js,JavaScript,53111,8,15,1,855,178,26240,MIT License,2010-01-06T00:34:37Z,2016-11-03T14:42:33Z,2016-11-03T20:03:18Z
FortAwesome,Font-Awesome,HTML,46113,1,10,76,3775,24,7955,None,2012-02-17T14:19:43Z,2016-11-03T15:08:58Z,2016-11-03T18:54:41Z
sindresorhus,awesome,,45814,584,1,252,30,0,5478,None,2014-07-11T13:42:37Z,2016-11-03T18:57:50Z,2016-11-03T19:25:42Z
robbyrussell,oh-my-zsh,Shell,44640,4,1,1,809,0,11093,MIT License,2009-08-28T18:15:37Z,2016-11-03T13:11:29Z,2016-11-03T18:46:15Z
getify,You-Dont-Know-JS,JavaScript,44325,1,1,143,90,0,6451,Other,2013-11-16T02:37:24Z,2016-11-02T22:07:15Z,2016-11-03T19:50:58Z
airbnb,javascript,JavaScript,42779,1,3,277,69,56,8128,None,2012-11-01T23:13:50Z,2016-11-03T09:28:37Z,2016-11-03T18:48:56Z
github,gitignore,,42707,2,5,775,181,0,17173,Creative Commons Zero v1.0 Universal,2010-11-08T20:17:14Z,2016-11-03T13:47:58Z,2016-11-03T19:07:18Z
jquery,jquery,JavaScript,42106,6,4,255,72,144,11589,Other,2009-04-03T15:20:14Z,2016-11-02T23:52:45Z,2016-11-03T19:04:07Z
facebook,react-native,Java,39872,8,46,16,954,131,8973,"BSD 3-clause ""New"" or ""Revised"" License",2015-01-09T18:10:16Z,2016-11-03T17:58:44Z,2016-11-03T19:14:53Z
torvalds,linux,C,38568,634,1,16,127,485,14811,GNU General Public License v2.0,2011-09-04T22:48:12Z,2016-11-03T15:22:08Z,2016-11-03T19:05:06Z
electron,electron,C++,37586,11,14,492,374,254,4343,MIT License,2013-04-12T01:47:36Z,2016-11-03T19:58:43Z,2016-11-03T19:09:38Z
nodejs,node-v0.x-archive,,36900,1,143,1,607,263,8306,None,2009-05-27T16:29:46Z,2016-08-03T14:11:58Z,2016-11-03T18:28:39Z
daneden,animate.css,CSS,36604,367,4,69,62,22,8257,MIT License,2011-10-12T10:07:38Z,2016-10-30T17:17:15Z,2016-11-03T19:23:00Z
docker,docker,Go,36554,28,3,1,1885,169,10784,Other,2013-01-18T18:10:57Z,2016-11-03T20:03:15Z,2016-11-03T18:57:31Z
tensorflow,tensorflow,C++,36082,10,14,481,598,14,16185,Apache License 2.0,2015-11-07T01:19:20Z,2016-11-03T19:51:33Z,2016-11-03T19:42:09Z
meteor,meteor,JavaScript,35774,17,527,318,991,794,4428,Other,2012-01-19T01:58:17Z,2016-11-03T17:57:49Z,2016-11-03T16:25:22Z
h5bp,html5-boilerplate,JavaScript,35686,1,41,207,21,28,8871,MIT License,2010-01-24T18:03:24Z,2016-10-30T03:29:02Z,2016-11-03T19:04:06Z
apple,swift,C++,34988,43,33,415,115,99,5028,Apache License 2.0,2015-10-23T21:15:07Z,2016-11-03T19:18:26Z,2016-11-03T18:48:51Z
rails,rails,Ruby,33255,60,30,3,1219,304,13559,MIT License,2008-04-11T02:19:47Z,2016-11-03T19:26:29Z,2016-11-03T18:10:57Z
vuejs,vue,JavaScript,32538,1,10,45,47,173,3701,MIT License,2013-07-29T03:24:51Z,2016-11-03T18:17:32Z,2016-11-03T19:40:30Z
atom,atom,CoffeeScript,32092,30,73,328,1861,344,5559,MIT License,2012-01-20T18:18:21Z,2016-11-03T18:59:12Z,2016-11-03T19:18:04Z
hakimel,reveal.js,JavaScript,31099,1,6,175,313,19,9435,MIT License,2011-06-07T18:54:22Z,2016-10-30T18:11:10Z,2016-11-03T19:41:25Z
impress,impress.js,JavaScript,30114,281,4,50,55,10,6439,MIT License,2011-12-28T22:23:19Z,2016-11-02T12:36:31Z,2016-11-03T16:57:01Z
nwjs,nw.js,C++,29798,2,36,74,1442,92,3363,Other,2012-01-04T06:21:10Z,2016-11-03T11:23:47Z,2016-11-03T18:34:50Z
Homebrew,legacy-homebrew,Ruby,29492,63,1,5,1,0,14013,"BSD 2-clause ""Simplified"" License",2009-05-20T19:38:37Z,2016-10-17T20:39:56Z,2016-11-03T18:55:02Z
Semantic-Org,Semantic-UI,JavaScript,29130,6,14,161,926,145,3323,MIT License,2013-04-08T23:32:04Z,2016-11-03T13:36:13Z,2016-11-03T19:59:12Z
jlevy,the-art-of-command-line,,28792,1,1,133,88,0,2703,None,2015-05-20T15:11:03Z,2016-11-01T18:27:40Z,2016-11-03T16:05:40Z
mrdoob,three.js,JavaScript,28604,16,3,709,843,74,9812,MIT License,2010-03-23T18:58:01Z,2016-11-03T19:41:18Z,2016-11-03T19:00:29Z
nodejs,node,JavaScript,28579,15,131,1,876,393,4757,Other,2014-11-26T19:57:11Z,2016-11-03T19:52:02Z,2016-11-03T19:55:02Z
moment,moment,JavaScript,28505,3,6,369,207,57,4049,MIT License,2011-03-01T02:46:06Z,2016-11-03T19:45:51Z,2016-11-03T19:37:02Z
socketio,socket.io,JavaScript,28346,1,15,116,486,111,5470,MIT License,2010-03-11T18:24:48Z,2016-10-30T13:22:01Z,2016-11-03T15:46:20Z
expressjs,express,JavaScript,28167,5,12,191,132,260,5201,MIT License,2009-06-26T18:56:01Z,2016-10-27T20:41:57Z,2016-11-03T19:42:36Z
AFNetworking,AFNetworking,Objective-C,27464,2,5,275,187,63,8703,MIT License,2011-05-31T21:28:44Z,2016-11-02T05:04:54Z,2016-11-03T19:55:34Z
jekyll,jekyll,Ruby,27452,8,29,641,126,107,6073,MIT License,2008-10-20T06:29:03Z,2016-11-03T19:48:36Z,2016-11-03T18:10:29Z
laravel,laravel,PHP,26971,5,6,371,27,67,8902,None,2011-06-08T03:06:08Z,2016-11-03T06:17:03Z,2016-11-03T19:07:22Z
jkbrzt,httpie,Python,26756,875,1,56,87,27,1713,"BSD 3-clause ""New"" or ""Revised"" License",2012-02-25T12:39:13Z,2016-10-28T16:11:56Z,2016-11-03T19:56:10Z
google,material-design-icons,CSS,26540,119,11,15,241,16,5037,Apache License 2.0,2014-10-08T18:01:28Z,2016-10-27T10:21:51Z,2016-11-03T19:15:41Z
driftyco,ionic,TypeScript,26444,5,10,149,653,76,5978,MIT License,2013-08-20T23:06:02Z,2016-11-03T19:24:43Z,2016-11-03T19:18:45Z
adobe,brackets,JavaScript,26285,17,137,312,1776,92,5559,MIT License,2011-12-07T21:14:40Z,2016-11-02T06:09:48Z,2016-11-03T18:08:20Z
chartjs,Chart.js,JavaScript,26022,2,6,179,226,34,7047,MIT License,2013-03-17T23:56:36Z,2016-11-01T01:35:27Z,2016-11-03T19:23:41Z
vinta,awesome-python,Python,25949,1,2,226,331,0,4980,Other,2014-06-27T21:00:06Z,2016-11-03T16:25:57Z,2016-11-03T20:03:44Z
jashkenas,backbone,JavaScript,25703,3,4,289,71,30,5634,MIT License,2010-09-30T19:41:28Z,2016-10-28T18:06:54Z,2016-11-03T18:06:31Z
blueimp,jQuery-File-Upload,JavaScript,25165,987,2,68,51,71,6805,None,2010-12-01T15:35:32Z,2016-11-02T22:10:51Z,2016-11-03T19:13:11Z
resume,resume.github.com,JavaScript,24983,263,6,49,21,0,665,None,2011-02-06T13:39:55Z,2016-08-05T05:37:30Z,2016-11-03T17:38:36Z
NARKOZ,hacker-scripts,JavaScript,24945,129,1,38,32,0,4540,None,2015-11-21T19:05:09Z,2016-10-08T16:18:46Z,2016-11-03T03:50:57Z
reactjs,redux,JavaScript,24937,2,9,369,39,49,4121,MIT License,2015-05-29T23:53:15Z,2016-11-03T05:51:03Z,2016-11-03T19:26:10Z
zurb,foundation-sites,JavaScript,24364,12,62,888,408,114,5326,MIT License,2011-10-13T23:05:42Z,2016-11-02T23:54:41Z,2016-11-03T20:01:38Z
google,material-design-lite,HTML,24356,2,36,163,313,25,4047,Apache License 2.0,2015-01-14T22:01:33Z,2016-11-02T23:55:20Z,2016-11-03T19:41:01Z
gulpjs,gulp,JavaScript,23924,968,4,173,25,16,3294,MIT License,2013-07-04T05:26:06Z,2016-10-24T13:20:47Z,2016-11-03T19:07:39Z
h5bp,Front-end-Developer-Interview-Questions,,23696,642,3,148,35,0,4710,MIT License,2012-02-09T23:34:10Z,2016-09-23T18:18:15Z,2016-11-03T19:02:24Z
necolas,normalize.css,HTML,23478,331,3,30,12,23,4792,MIT License,2011-05-04T10:20:25Z,2016-11-03T01:07:52Z,2016-11-03T19:51:43Z
pallets,flask,Python,23359,2,14,361,140,18,7426,"BSD 3-clause ""New"" or ""Revised"" License",2010-04-06T11:11:59Z,2016-11-03T17:11:24Z,2016-11-03T18:46:52Z
nvbn,thefuck,Python,22524,1,3,84,111,62,1086,MIT License,2015-04-08T15:08:04Z,2016-11-03T07:50:06Z,2016-11-03T19:35:23Z
Dogfalo,materialize,JavaScript,22452,2,32,175,1279,29,3208,MIT License,2014-09-12T19:35:38Z,2016-11-03T06:07:24Z,2016-11-03T18:32:26Z
chrislgarry,Apollo-11,Assembly,21947,156,2,38,6,0,3146,None,2014-04-03T15:45:02Z,2016-09-24T03:38:58Z,2016-11-03T15:23:42Z
django,django,Python,21944,23,43,1,91,150,8787,"BSD 3-clause ""New"" or ""Revised"" License",2012-04-28T02:47:18Z,2016-11-03T19:14:41Z,2016-11-03T18:28:21Z
golang,go,Go,21734,30,18,714,2395,172,2854,"BSD 3-clause ""New"" or ""Revised"" License",2014-08-19T04:33:40Z,2016-11-03T20:02:57Z,2016-11-03T19:43:19Z
kennethreitz,requests,Python,21644,4,3,424,98,104,3851,Other,2011-02-13T18:38:17Z,2016-11-03T10:39:47Z,2016-11-03T16:53:58Z
rg3,youtube-dl,Python,21276,13,4,457,1498,846,4075,The Unlicense,2010-10-31T14:35:07Z,2016-11-03T15:29:52Z,2016-11-03T17:39:41Z
TryGhost,Ghost,JavaScript,21060,6,26,269,189,75,5085,MIT License,2013-05-04T11:09:13Z,2016-11-03T18:51:08Z,2016-11-03T18:01:28Z
nylas,N1,JavaScript,21007,3,38,89,639,33,953,GNU General Public License v3.0,2014-10-16T18:29:12Z,2016-11-03T19:16:43Z,2016-11-03T18:50:53Z
johnpapa,angular-styleguide,,20920,1,3,160,46,0,3814,MIT License,2014-07-29T00:07:51Z,2016-10-30T10:51:43Z,2016-11-03T19:28:28Z
callemall,material-ui,JavaScript,20732,5,4,448,655,61,3715,MIT License,2014-08-18T19:11:54Z,2016-11-02T20:32:32Z,2016-11-03T19:54:18Z
getlantern,lantern,Go,20596,6,163,58,740,75,5376,Apache License 2.0,2011-02-17T22:12:29Z,2016-11-02T14:28:16Z,2016-11-03T19:02:06Z
neovim,neovim,VimL,20482,6,1,270,745,8,1455,Other,2014-01-31T13:39:22Z,2016-11-03T19:17:22Z,2016-11-03T19:15:59Z
antirez,redis,C,20446,6,32,213,1261,185,7589,"BSD 3-clause ""New"" or ""Revised"" License",2009-03-21T22:32:25Z,2016-11-03T11:41:23Z,2016-11-03T19:36:58Z
webpack,webpack,JavaScript,20384,2,18,177,689,209,2148,MIT License,2012-03-10T10:08:14Z,2016-11-03T18:03:44Z,2016-11-03T20:03:39Z
dypsilon,frontend-dev-bookmarks,,20328,386,1,99,93,1,3560,None,2013-06-22T13:23:55Z,2016-10-07T11:35:53Z,2016-11-03T18:41:01Z
tiimgreen,github-cheat-sheet,,20197,456,1,69,10,0,2651,MIT License,2014-04-12T16:38:42Z,2016-10-22T11:14:52Z,2016-11-03T18:36:40Z
Alamofire,Alamofire,Swift,20181,1,9,112,28,45,3460,MIT License,2014-07-31T05:56:19Z,2016-11-02T08:46:04Z,2016-11-03T19:55:42Z
harvesthq,chosen,HTML,20125,1,8,101,144,38,3886,MIT License,2011-04-18T15:07:41Z,2016-10-29T12:12:24Z,2016-11-03T14:49:22Z
ariya,phantomjs,HTML,19953,1,15,143,1652,23,4198,"BSD 3-clause ""New"" or ""Revised"" License",2010-12-27T08:18:58Z,2016-11-01T00:32:09Z,2016-11-03T14:50:05Z
Trinea,android-open-project,,19798,896,1,16,8,0,10346,Apache License 2.0,2014-01-05T15:20:15Z,2016-10-31T12:31:59Z,2016-11-03T17:38:54Z
discourse,discourse,Ruby,19660,20,9,547,5,182,5196,GNU General Public License v2.0,2013-01-12T00:25:55Z,2016-11-03T19:47:11Z,2016-11-03T19:58:37Z
lodash,lodash,JavaScript,19597,7,5,218,1,360,1929,Other,2012-04-07T04:11:46Z,2016-11-03T15:22:39Z,2016-11-03T18:35:18Z
ansible,ansible,Python,19585,21,45,1,1601,126,5968,GNU General Public License v3.0,2012-03-06T14:58:02Z,2016-11-03T19:38:58Z,2016-11-03T19:29:42Z
caolan,async,JavaScript,19577,1,5,182,20,63,1899,MIT License,2010-06-01T21:01:30Z,2016-11-03T05:30:14Z,2016-11-03T15:59:25Z
jashkenas,underscore,JavaScript,19461,2,7,242,90,61,4430,MIT License,2009-10-25T18:31:06Z,2016-10-29T22:25:42Z,2016-11-03T16:44:15Z
jwasham,google-interview-university,,19427,476,2,23,3,0,3218,Creative Commons Attribution Share Alike 4.0,2016-06-06T02:34:12Z,2016-11-02T07:54:25Z,2016-11-03T19:18:33Z
Microsoft,vscode,TypeScript,19166,11,55,187,2916,40,2632,Other,2015-09-03T20:23:38Z,2016-11-03T18:56:00Z,2016-11-03T19:18:41Z
elastic,elasticsearch,Java,19149,24,68,711,1171,161,6549,Apache License 2.0,2010-02-08T13:20:56Z,2016-11-03T19:38:42Z,2016-11-03T19:53:32Z
Modernizr,Modernizr,JavaScript,19139,2,21,215,153,25,2635,Other,2009-09-25T20:13:23Z,2016-11-01T14:13:30Z,2016-11-03T19:11:31Z
tastejs,todomvc,JavaScript,18961,2,5,279,132,14,10821,MIT License,2011-06-03T19:56:33Z,2016-10-28T03:45:04Z,2016-11-03T18:48:05Z
rust-lang,rust,Rust,18901,58,8,1,2905,38,3634,Other,2010-06-16T20:39:03Z,2016-11-03T17:43:12Z,2016-11-03T19:42:23Z
select2,select2,JavaScript,18685,2,3,360,630,33,4037,MIT License,2012-03-04T18:43:12Z,2016-11-03T10:27:34Z,2016-11-03T19:07:30Z
gitlabhq,gitlabhq,Ruby,18630,38,51,1,0,421,5086,MIT License,2011-10-02T16:25:27Z,2016-11-03T18:02:03Z,2016-11-03T17:25:06Z
wasabeef,awesome-android-ui,,18496,349,2,37,99,1,5159,None,2014-12-24T01:45:03Z,2016-10-22T09:19:03Z,2016-11-03T19:51:01Z
ReactiveX,RxJava,Java,18476,4,3,155,57,154,3240,Apache License 2.0,2013-01-08T20:11:48Z,2016-11-03T15:25:29Z,2016-11-03T18:56:00Z
babel,babel,JavaScript,18385,7,19,259,467,520,1432,MIT License,2014-09-28T13:38:23Z,2016-11-03T15:16:02Z,2016-11-03T18:36:23Z
yarnpkg,yarn,JavaScript,18373,1,21,122,386,45,594,"BSD 2-clause ""Simplified"" License",2016-01-19T17:39:16Z,2016-11-03T17:41:51Z,2016-11-03T19:45:57Z
kubernetes,kubernetes,Go,18125,38,35,954,5255,190,5933,Apache License 2.0,2014-06-06T22:56:04Z,2016-11-03T20:03:56Z,2016-11-03T19:56:01Z
open-source-society,computer-science,,17959,497,1,59,0,0,2118,MIT License,2014-05-04T00:18:39Z,2016-10-21T13:14:48Z,2016-11-03T19:45:46Z
angular,angular,TypeScript,17852,5,5,355,906,80,4551,MIT License,2014-09-18T16:12:01Z,2016-11-03T20:02:03Z,2016-11-03T16:12:06Z
papers-we-love,papers-we-love,,17840,636,1,143,9,0,1797,None,2013-12-15T14:31:41Z,2016-11-02T23:49:13Z,2016-11-03T17:33:37Z
sahat,hackathon-starter,CSS,17774,2,5,16,14,3,2873,MIT License,2013-11-13T17:24:12Z,2016-10-29T23:16:41Z,2016-11-03T19:08:47Z
bayandin,awesome-awesomeness,,17387,146,1,84,93,0,2183,None,2014-07-08T05:44:19Z,2016-10-24T15:31:28Z,2016-11-03T15:55:35Z
joshbuchea,HEAD,,17361,203,2,42,11,0,1076,Creative Commons Zero v1.0 Universal,2016-04-20T20:05:37Z,2016-10-31T17:01:47Z,2016-11-03T14:58:32Z
lukehoban,es6features,,17294,109,1,38,23,0,1483,MIT License,2014-03-03T18:29:30Z,2016-07-24T04:51:37Z,2016-11-03T19:55:19Z
ReactTraining,react-router,JavaScript,17278,3,4,345,25,100,3978,MIT License,2014-05-16T22:22:51Z,2016-11-02T19:41:38Z,2016-11-03T17:09:06Z
josephmisiti,awesome-machine-learning,Python,17157,718,2,208,4,0,4117,Creative Commons Zero v1.0 Universal,2014-07-15T19:11:19Z,2016-11-03T10:00:53Z,2016-11-03T19:38:26Z
typicode,json-server,JavaScript,17095,504,2,36,102,97,1148,MIT License,2013-11-27T13:21:13Z,2016-11-03T11:48:53Z,2016-11-03T19:16:23Z
emberjs,ember.js,JavaScript,17059,13,46,620,267,223,3600,MIT License,2011-05-25T23:39:40Z,2016-11-03T16:05:27Z,2016-11-03T17:32:39Z
FezVrasta,bootstrap-material-design,CSS,16866,941,5,89,26,28,2906,MIT License,2014-08-18T11:54:00Z,2016-10-20T08:10:54Z,2016-11-03T18:15:14Z
prakhar1989,awesome-courses,,16854,421,2,94,16,0,2885,None,2014-11-15T18:36:49Z,2016-10-28T01:58:20Z,2016-11-03T19:06:25Z
scrapy,scrapy,Python,16740,5,23,219,453,70,4611,"BSD 3-clause ""New"" or ""Revised"" License",2010-02-22T02:01:14Z,2016-11-02T13:42:41Z,2016-11-03T16:38:24Z
rethinkdb,rethinkdb,C++,16686,33,978,127,1419,131,1391,GNU Affero General Public License v3.0,2012-10-30T05:37:47Z,2016-11-03T01:51:57Z,2016-11-03T18:04:08Z
facebook,pop,Objective-C++,16680,281,1,55,30,10,2654,"BSD 3-clause ""New"" or ""Revised"" License",2014-03-30T22:29:12Z,2016-08-23T17:23:10Z,2016-11-03T16:12:22Z
square,retrofit,Java,16636,1,6,103,54,38,3453,Apache License 2.0,2010-09-06T21:39:43Z,2016-10-23T02:51:16Z,2016-11-03T19:55:22Z
certbot,certbot,Python,16634,7,95,207,737,29,1376,Apache License 2.0,2014-11-12T02:52:20Z,2016-11-03T01:53:06Z,2016-11-03T19:18:54Z
alvarotrigo,fullPage.js,JavaScript,16450,1,4,88,84,54,4356,None,2013-09-20T11:58:29Z,2016-11-03T08:55:51Z,2016-11-03T20:05:09Z
Leaflet,Leaflet,JavaScript,16448,6,52,424,284,32,2821,"BSD 2-clause ""Simplified"" License",2010-09-22T16:57:44Z,2016-11-03T19:40:29Z,2016-11-03T19:15:12Z
Microsoft,TypeScript,TypeScript,16394,14,231,164,1502,25,2246,Apache License 2.0,2014-06-17T15:28:39Z,2016-11-03T19:55:34Z,2016-11-03T19:19:38Z
kenwheeler,slick,JavaScript,16364,800,4,122,325,48,2547,MIT License,2014-03-24T02:10:05Z,2016-10-30T02:37:20Z,2016-11-03T18:02:41Z
Prinzhorn,skrollr,HTML,16339,606,3,28,235,45,3314,MIT License,2012-03-18T15:41:35Z,2016-08-10T13:19:54Z,2016-11-03T16:04:43Z
enaqx,awesome-react,,16339,1,1,277,48,0,1643,None,2014-08-06T05:31:44Z,2016-11-01T02:28:07Z,2016-11-03T10:28:38Z
Polymer,polymer,HTML,16299,3,40,93,643,89,1613,"BSD 3-clause ""New"" or ""Revised"" License",2012-08-23T20:56:30Z,2016-11-03T19:16:10Z,2016-11-03T16:47:50Z
gogits,gogs,Go,16222,4,3,269,563,35,1779,MIT License,2014-02-12T01:57:08Z,2016-11-03T16:11:08Z,2016-11-03T17:37:31Z
rs,SDWebImage,Objective-C,16132,1,3,188,78,39,4524,MIT License,2009-09-21T17:39:19Z,2016-11-02T16:56:04Z,2016-11-03T17:16:07Z
avelino,awesome-go,Go,16126,1,4,490,158,0,2034,MIT License,2014-07-06T13:42:15Z,2016-11-03T09:11:58Z,2016-11-03T19:52:43Z
plataformatec,devise,Ruby,16110,3,19,470,87,123,3649,MIT License,2009-09-16T12:15:12Z,2016-10-31T15:50:47Z,2016-11-03T19:18:52Z
vsouza,awesome-ios,Swift,16106,3,2,331,49,0,2767,MIT License,2014-07-10T16:03:45Z,2016-11-03T12:16:01Z,2016-11-03T19:02:57Z
mozilla,pdf.js,JavaScript,16035,9,2,213,587,40,3778,Apache License 2.0,2011-04-26T06:32:03Z,2016-11-03T19:25:55Z,2016-11-03T16:20:38Z
caesar0301,awesome-public-datasets,,15962,442,2,125,41,1,2073,MIT License,2014-11-20T06:20:50Z,2016-11-02T21:21:41Z,2016-11-03T18:24:31Z
numbbbbb,the-swift-programming-language-in-chinese,CSS,15874,1,2,145,9,3,4389,None,2014-06-03T04:44:09Z,2016-10-26T13:57:56Z,2016-11-03T13:27:37Z
nvie,gitflow,Shell,15808,401,4,34,259,6,1762,Other,2010-01-20T23:14:12Z,2016-10-30T17:25:47Z,2016-11-03T19:35:47Z
ReactiveCocoa,ReactiveCocoa,Swift,15803,7,8,180,15,120,2998,MIT License,2012-03-02T22:11:24Z,2016-11-03T17:34:52Z,2016-11-03T18:45:44Z
balderdashy,sails,JavaScript,15741,6,29,210,46,192,1611,MIT License,2012-03-18T19:46:15Z,2016-11-03T04:39:17Z,2016-11-03T18:02:02Z
creationix,nvm,Shell,15597,1,24,178,141,68,1500,MIT License,2010-04-15T17:47:47Z,2016-11-01T13:23:15Z,2016-11-03T16:52:40Z
adam-p,markdown-here,JavaScript,15578,761,8,10,156,46,2540,MIT License,2012-05-13T03:27:22Z,2016-10-25T06:27:18Z,2016-11-03T19:12:52Z
Unitech,pm2,JavaScript,15569,3,12,136,444,67,1230,Other,2013-05-21T03:25:25Z,2016-11-02T15:59:21Z,2016-11-03T18:29:14Z
facebook,immutable-js,JavaScript,15515,1,3,90,313,52,818,"BSD 3-clause ""New"" or ""Revised"" License",2014-07-02T06:02:29Z,2016-10-24T14:07:58Z,2016-11-03T16:06:08Z
firehol,netdata,C,15503,2,5,74,178,8,1136,Other,2013-06-17T18:39:10Z,2016-11-01T23:04:22Z,2016-11-03T18:54:05Z
mathiasbynens,dotfiles,Shell,15300,698,1,113,136,0,5652,MIT License,2011-09-05T18:07:54Z,2016-11-02T21:03:07Z,2016-11-03T19:29:46Z
codepath,android_guides,,15272,48,1,4,55,0,3792,MIT License,2013-06-19T10:24:45Z,2016-09-04T20:58:22Z,2016-11-03T19:43:51Z
square,okhttp,Java,15265,2,58,125,117,43,3933,Apache License 2.0,2012-07-23T13:42:55Z,2016-11-03T19:25:50Z,2016-11-03T17:44:57Z
FallibleInc,security-guide-for-developers,,15191,97,1,21,13,0,862,None,2016-06-08T15:56:25Z,2016-09-05T20:35:07Z,2016-11-03T19:50:18Z
yahoo,pure,HTML,15173,499,1,42,135,16,1812,Other,2013-04-22T16:16:39Z,2016-10-21T13:31:53Z,2016-11-03T19:58:23Z
git,git,C,15099,45,5,1,61,622,8544,GNU General Public License v2.0,2008-07-23T14:21:26Z,2016-11-03T05:58:21Z,2016-11-03T16:14:14Z
cantino,huginn,Ruby,15031,2,21,130,258,0,1605,MIT License,2013-03-10T06:00:31Z,2016-11-03T03:14:52Z,2016-11-03T18:48:30Z
shadowsocks,shadowsocks,Python,15012,1,2,1,49,17,9363,None,2012-04-20T13:10:49Z,2016-10-28T12:40:17Z,2016-11-03T17:56:11Z
hammerjs,hammer.js,JavaScript,14975,1,9,84,120,25,2186,MIT License,2012-03-02T12:58:28Z,2016-11-03T10:10:29Z,2016-11-03T17:27:02Z
google,web-starter-kit,HTML,14970,700,24,69,62,21,2553,Apache License 2.0,2014-04-07T08:45:18Z,2016-10-16T04:58:56Z,2016-11-03T16:20:32Z
IanLunn,Hover,CSS,14970,92,2,14,20,7,3144,MIT License,2014-01-02T14:27:35Z,2016-10-21T14:20:27Z,2016-11-03T17:13:18Z
iluwatar,java-design-patterns,Java,14848,1,6,67,164,7,4978,MIT License,2014-08-09T16:45:18Z,2016-11-03T05:54:31Z,2016-11-03T17:24:52Z
angular,material,JavaScript,14759,4,81,287,386,86,3119,MIT License,2014-07-01T19:20:06Z,2016-11-03T03:39:00Z,2016-11-03T17:24:23Z
bower,bower,JavaScript,14719,2,15,205,254,100,1919,MIT License,2012-09-07T00:15:39Z,2016-10-06T01:41:05Z,2016-11-03T19:07:44Z
zenorocha,clipboard.js,JavaScript,14552,230,2,35,4,25,979,None,2015-09-18T23:04:55Z,2016-10-26T10:33:49Z,2016-11-03T19:07:39Z
usablica,intro.js,HTML,14543,425,3,56,270,19,1820,GNU Affero General Public License v3.0,2013-03-10T15:12:45Z,2016-10-28T17:45:15Z,2016-11-03T19:30:35Z
t4t5,sweetalert,JavaScript,14530,207,3,42,273,22,1922,MIT License,2014-09-30T11:12:48Z,2016-10-14T14:25:58Z,2016-11-03T07:20:23Z
scikit-learn,scikit-learn,Python,14491,21,16,730,1107,79,8234,"BSD 3-clause ""New"" or ""Revised"" License",2010-08-17T09:43:38Z,2016-11-03T19:50:07Z,2016-11-03T18:37:43Z
ecomfe,echarts,JavaScript,14361,3,3,30,913,49,5024,"BSD 2-clause ""Simplified"" License",2013-04-03T03:18:59Z,2016-11-03T08:14:08Z,2016-11-03T14:45:22Z
nostra13,Android-Universal-Image-Loader,Java,14330,1,3,35,407,15,6258,Apache License 2.0,2011-11-27T18:48:23Z,2016-09-09T13:48:32Z,2016-11-03T15:10:57Z
facebookincubator,create-react-app,JavaScript,14306,522,10,139,129,28,1273,"BSD 3-clause ""New"" or ""Revised"" License",2016-07-17T14:55:11Z,2016-11-03T17:41:39Z,2016-11-03T20:05:04Z
defunkt,jquery-pjax,JavaScript,14301,487,2,62,132,25,1777,MIT License,2011-02-26T02:44:18Z,2016-11-02T17:58:45Z,2016-11-03T10:44:51Z
justjavac,free-programming-books-zh_CN,JavaScript,14288,839,1,93,72,1,5936,GNU General Public License v3.0,2013-11-04T01:59:19Z,2016-11-01T08:16:03Z,2016-11-03T12:57:21Z
sindresorhus,awesome-nodejs,,14200,578,1,202,7,0,1700,None,2014-07-11T13:35:34Z,2016-11-03T11:48:08Z,2016-11-03T19:57:29Z
BradLarson,GPUImage,Objective-C,14184,1,1,128,827,8,3525,"BSD 3-clause ""New"" or ""Revised"" License",2012-02-13T15:20:02Z,2016-11-03T10:00:47Z,2016-11-03T14:44:38Z
less,less.js,JavaScript,14143,2,34,204,262,48,3289,Apache License 2.0,2010-02-20T17:25:38Z,2016-11-03T14:01:34Z,2016-11-03T18:53:01Z
bevacqua,dragula,JavaScript,14138,343,2,33,76,66,911,MIT License,2015-04-13T21:35:38Z,2016-09-12T12:35:38Z,2016-11-03T13:20:39Z
ripienaar,free-for-dev,,14112,1,11,301,31,0,1409,None,2015-03-18T21:06:26Z,2016-11-03T16:53:40Z,2016-11-03T20:05:20Z
open-guides,og-aws,Shell,14091,443,3,71,85,0,795,None,2016-07-13T17:30:16Z,2016-11-03T18:46:03Z,2016-11-03T20:03:46Z
